Hinglish,hindi
johan,जोहन
botha,बोथा
bolarm,बोलारम
jaspal,जसपाल
malba,मेल्बा
ratnagi,रत्नांगी
bekasoor,बेकसूर
muyamin,मुहायमीन
belvandi,बेलवंदी
soldier,सिपाही
mudassar,मुदस्सर
beam,नाज़र
cheng,चेंग
long,लांग
nagvaahan,नगवाहन
haygreeva,हयाग्रीव
chagan,छगन
saabiha,साबिहा
gaaken,गॉकेन
mutasim,मुतासिम
prayer,प्रेयोर
kaileen,कैलीन
philips,फिलिप्स
luaandaa,लुआंडा
garibee,गरीबी
francois,फ्रेंकोइस
doda,डोडा
ganesh,गणेश
damaad,दामाद
cycle,सायकल
wipro,विप्र
adityanandan,आदित्यनंदन
lusin,ल्यूसिन
muhrij,मुहरिज़
korinthiya,कोरिंथिया
ghabrahat,घबराहट
seb,सैब
excellent,एक्सीलेंट
glori,ग्लोरी
anivarn,अनिर्वाण
shamsen,थॉमसन
flugelhorn,फ्लजेलहॉर्न
beawar,ब्यावर
kambli,कांबली
fats,फ़ेट्स
madniaha,मदनियाह
ernakulam,इरनाकुलम
town,टाउन
silverline,सिल्वरलाइन
domino,डोमिनो
advaaki,अद्‍वाकी
subhaashachandr,सुभाषचंद्र
makandru,मैकएण्ड्रयू
bakri,बकीर
solan,सोलन
ted,टेड
kalikambal,कालीकम्बाल
supa,सुपा
nagasaki,नागासाकी
daz,डॉस
anrgaoz,ऑरगाओस
parolkar,पारोलकर
alaska,अलास्का
nabeleum,नॉबेलियम
batu,बटु
daem,डैम
norwich,नॉरविच
nadala,नडाला
saamara,सामरा
iza,ईज़ा
kartikeya,कर्तिकेय
nathan,नाथन
heritage,हॉरिट्ज़
elkut,यलकूत
rajkot,राजकोट
jayasekhar,जयशेखर
asses,एस्सेल
propeg,प्रोपेक
babatpur,बाबतपुर
cuffun,कफन
austin,ऑस्टिन
kiswar,किस्वर
panji,पणजी
landslot,लांसलोट
deodar,दियोधर
krass,क्रास
vid,विद
sword,स्वॉर्ड
nathdwara,नाथद्वारा
kauthi,कैथी
mahindr,महिंद्र
dooj,दूज
chaandh,चाँद
eera,ईरा
paaula,पाउला
guaylen,ग्वायलेन
geremi,जेरेमी
auto,ओट्टो
semd,सेंट
entrayus,एण्ड्रयूस
hamsaya,हमसाया
kola,कौलां
mahadev,महादेव
akora,अकोरा
mahashveta,महाश्वेता
dhadwaiwale,धडवईवाले
mohmmed,मोहम्मद
bidla,बिड़ला
cobalt,कोबाल्ट
breech,ब्रिज
las,लास
vegas,वेगास
minhas,मिनहास
sudipti,सुदीप्ति
manaavee,मनावी
ladies,लेडीज़
only,ओनली
sudipta,सुदीप्ता
flow,बहना
kenneth,कीनॅथ
galbraith,गलब्रेथ
knhuth,नुथ
corliss,कोर्लिस
ipca,इप्का
banavaaree,बनवारी
call,पुकार
aena,एना
abhimani,अभिमणि
baatinyu,बॉटिन्यू
neecha,नीचा
barsolaa,बरसोला
lakdae,लकडे
dobry,डॉबरी
arnala,अरनाला
bhupinderpal,भूपिंदरपाल
buxar,बक्सर
cordofon,कॉरडोफोन
ecuador,इक्वेडोर
polymorphous,बहुरूप
krishichyanidi,क्रिश्चियानिटी
taman,दमन
tv,दीव
barmer,बारमेर
akash,आकाश
manoj,मनोज
mustajaab,मुस्तजाब
menon,मेनन
dodhda,दोदड़ा
bareek,बरीक
firdous,फिरदौस
saregama,सारेगामा
josi,जोसि
violet,वायलेट
phateh,फतेह
simhapura,सिंहपुरा
gauriz,गौरीश
spidbaimk,स्पिटबैंक
madari,मदारी
dugdol,दुगडोल
sivani,सिवनी
hemees,हेमीस
gompa,गोम्पा
riva,रीवा
newjtime,न्यूजटाइम
vishram,विश्राम
nunkiyo,नुंकिओ
punchkula,पंचकुला
lainder,लैंडर
fortaleza,फोर्टालेज़ा
guiaa,गुइआ
balawala,बलावाला
jabaleh,जबालेह
baire,बैरी
meghnad,मेघनाद
doosri,दूसरी
hafs,हफ्स
vinti,विनती
sian,सिआन
linet,लिनेट
hukumchand,हुकुमचन्द
denis,डेनिस
amis,एमिस
kuber,कुबेर
fakihah,फकीहाह
chattan,चट्‍टान
origins,ऑरिजिन्स
truly,ट्रूली
brahamdev,ब्रह्मदेव
chyna,चायना
mankad,मांकड़
ovid,ओविड
howard,हॉवर्ड
huge,ह्युजे
mimis,मिमिस
malvarkar,मालवरकर
sophy,सोफी
lelamayee,लीलमयी
girish,गिरीश
tilottama,तिलोत्तमा
image,इमेज
mahananda,महानंदा
vine,बेल
alr,अल्र
gidarpindi,गिडरपिंडी
tuteja,टुटेजा
ardhshastra,अर्घेश्वर
wheelchair,व्हीलचेयर
basketball,बास्केटबॉल
bhajram,भजराम
ugava,उगावा
navab,नवाब
samran,सामरन
keshini,केशिणी
aeg,एग
buckland,बकलैंड
keep,कीप
welnkar,वेलणकर
belthara,बेलठारा
old,ओल्ड
roman,रोमन
auzaar,औज़ार
hamam,हमाम
sidatel,सिटाडेल
solimg,सेलिंग
ruchira,रुचीरा
parera,परेरा
lipika,लिपिका
hus,हंस
harmis,हर्मीस
brahmavrt,ब्रहमवर्त
kharka,ख़ार्का
achlapati,अचलापति
prhithivi,पृथ्वी
pahoo,पाहु
amritheswar,अमृतेश्वर
jaikambayid,जैकॉबाइट
raising,राइसिंग
scotland,स्कॉटलैंड
gimsvarg,जिंसबर्ग
saumarez,सौमारेज़
three,थ्री
stars,स्टार्स
furgueson,फरग्यूसन
veleta,वेलेटा
budapest,बुडापेस्ट
malamkar,मलमकर
wortsila,वर्टसिला
adavi,अदावि
mukund,मुकुंद
trish,त्रिश
mihir,मिहिर
chandranath,चंद्रनाथ
farihigya,फेरीहिग्य
khaarg,खारगा
thams,थॉमस
bypatist,बैपटिस्ट
owbarta,औबेर्टा
gazala,गज़ाला
dhirendra,धीरेंद्र
bhrother,भाई
kalbi,कल्बि
osama,ओसामा
immortal,अमर
menara,मेनरा
telecom,टेलीकॉम
edwackstraws,हेडक्वार्टर्स
ankita,अंकित
yaman,यमन
kineta,किनेटा
ford,फोर्ट
brokasrt,ब्रॉकहर्स्ट
tulika,तूलिका
jaganmay,जगन्मय
vishvambhar,विशवंभर
maniram,मणिराम
sonal,सोनल
akshar,अक्षर
bhakt,भक्त
nath,नाथ
moon,मुन
fyurious,फ्यूरियस
greeshma,ग्रीष्म
baaramuaa,बारामुआ
kaatyayani,कात्यायनी
anise,एनीज
viresh,विरेश
ramprasad,रामप्रसाद
dahanu,दहानु
girgala,गिरगाला
belgam,बेलगाम
pacific,पेसिफक
guldhar,गुलधर
bahia,बहिय
southampton,साउथम्पटन
rubi,रूबी
roodi,रुडी
aanimish,अनिमिश
apmaan,अपमान
arundhati,अरुंधति
tung,तुंग
chung,चुंग
abhijat,आभिजात
geo,जियो
octavio,ओक्टाविओ
profiles,प्रोफाइल्स
courage,करेज
count,काउंट
dracula,ड्राक्युला
sitasrn,सीतासरन
pritzker,प्रिज़कर
dharwar,धरवार
pulitjhr,पुलिटज़र
throgs,थ्रॉग्ज
rigteous,नेक
blauda,बलौदा
takoon,ताकुन
nasil,नॉसिल
nartana,नर्तना
vagramani,वज्रमणि
kyumimz,क्यूमिंस
telecommunication,टेलीकम्युनिकेशंस
surfa,शुरफा
dalsimh,दलसिंह
sarayi,सराई
gokhle,गोखले
pethe,पेठे
avtar,अवतार
mirjapur,मिर्ज़ापुर
riten,रैटन
mithvan,मिधवान
goodroom,गूडरुम
baipatist,बैपटिस्ट
gavaskar,गावस्कर
kalimaantan,कलीमांटन
trouble,ट्रम्बुल
arivumdhi,अरिवुमधि
fineen,फिनीन
balimela,बालिमेला
nandrukar,नांदरुकर
brave,बहादुर
tandilat,तंदीलत
sikand,सिकंद
achaarynandan,आचार्यनंदन
rule,राज
mulshi,मुल्शी
dairies,डैरियस
odelia,ओडेलिआ
vahidul,वहीदुल
gaani,गानी
canvan,कॉवन
evelia,इवेलिया
simona,सिमोना
enis,एनिस
gaiting,गैटिंग
trishagni,त्रिशाग्नी
vincent,विंस्टन
faebien,फैबिएन
sadipan,सदीपन
vinkfalanth,विक्लांत
valmai,वल्माई
boston,बोस्टन
kejan,कैजन
coastes,कोस्टस
frontjaas,फ्रंटज़ॉस
charchil,चर्चिल
arkan,अरकान
vachel,वचेल
puran,पूरण
valiyah,वलियाह
marundisvarar,मरुनदीस्वरार
stefi,स्टेफी
seint,सेंट
epirus,एप‍िरस
folk,फोक
sample,नमूना
seychelles,सेशेल्स
khgdia,खगडिया
pathyaa,पथ्या
lorena,लोरेना
rome,रोम
leonardo,लियोनार्दो
vinci,विन्सी
elena,एलेना
radhakhrishn,राधाक़ृष्ण
